Genero;Casado;Edad;Graduado;Profesion;Experiencia laboral;Gastoscore;Family_Size;Ingresos anuales brutos;Digital_encuesta;Gasto_medio_mensual_cuota;Abandono;Dias_cliente;Campanna_anno;Cluster
M;No;32;No;Medico;15;Bajo;2;24951;1.376;30;0;530;4.0;0
F;No;67;Si;Negocios/empresa;25;Bajo;1;100153;1.052;50;0;353;0.5;1
F;No;41;No;Artista;15;Bajo;1;23791;1.514;30;1;361;0.5;2
F;No;25;No;Funcionario;5;Bajo;5;30119;2.685;30;0;533;4.0;0
M;Si;81;No;Ejecutivo;25;Bajo;1;84165;11.305;120;1;397;3.0;4
M;Si;28;Si;Otros;5;Medio;2;26876;1.305;30;0;441;3.0;0
M;No;36;No;Negocios/empresa;15;Bajo;3;27740;1.652;30;0;338;0.5;2
M;Si;28;No;Ejecutivo;5;Bajo;2;29967;1.65;30;0;380;3.0;0
M;No;24;No;Funcionario;5;Bajo;5;13239;2.064;30;0;314;0.5;2
M;Si;31;No;Artista;5;Medio;2;29146;0.778;30;0;307;0.5;2
F;No;40;Si;Otros;15;Bajo;1;43504;1.192;50;0;573;4.0;0
F;No;31;No;Funcionario;5;Bajo;3;31197;1.744;30;1;400;3.0;2
M;Si;47;Si;Funcionario;25;Alto;2;108857;0.681;50;0;402;3.0;3
F;No;20;No;Funcionario;5;Bajo;3;18394;2.996;30;1;379;3.0;2
M;Si;58;Si;Ingeniero;25;Bajo;2;101798;1.385;50;0;532;1.0;3
M;Si;55;Si;Artista;25;Medio;4;77913;1.58;80;0;585;4.0;3
F;Si;43;No;Ingeniero;25;Medio;6;42710;1.698;30;1;362;0.5;1
F;No;36;Si;Ingeniero;15;Bajo;3;21072;1.399;30;0;475;1.0;0
M;Si;53;Si;Otros;25;Medio;4;129804;0.994;80;0;416;3.0;3
M;No;23;No;Funcionario;5;Bajo;4;23777;1.892;30;0;571;4.0;0
M;Si;67;Si;Otros;25;Medio;4;27121;0.759;30;0;449;3.0;3
F;Si;97;No;Servicios;25;Alto;2;107718;1.365;120;1;331;0.5;4
M;Si;67;Si;Artista;25;Bajo;2;47768;1.17;50;0;458;3.0;3
F;Si;50;No;Ingeniero;25;Bajo;1;55986;1.209;30;1;307;0.5;1
F;Si;56;No;Ingeniero;25;Medio;5;86970;0.837;30;0;518;4.0;3
M;No;46;Si;Artista;25;Bajo;2;97877;0.564;50;0;597;4.0;3
F;No;50;Si;Funcionario;25;Bajo;1;22386;1.228;30;0;524;1.0;3
F;Si;75;Si;Artista;25;Medio;3;119254;1.072;80;0;375;3.0;4
F;Si;94;Si;Servicios;25;Alto;2;33195;1.326;30;0;306;0.5;1
F;No;33;No;Negocios/empresa;15;Bajo;4;18885;1.974;30;0;392;3.0;0
F;No;36;Si;Ingeniero;15;Bajo;2;28371;1.997;30;0;465;1.0;0
M;Si;67;No;Funcionario;25;Bajo;3;84473;1.385;30;0;572;4.0;3
M;Si;35;Si;Otros;15;Bajo;2;18053;0.962;30;1;305;0.5;2
F;Si;46;No;Otros;25;Medio;3;75054;1.717;30;0;518;4.0;3
M;Si;52;Si;Artista;25;Medio;2;90054;1.541;50;0;510;4.0;3
F;Si;52;Si;Negocios/empresa;25;Bajo;1;129921;0.603;50;0;515;4.0;3
M;Si;57;Si;Otros;25;Medio;3;32337;0.974;30;0;448;3.0;3
F;Si;58;No;Ingeniero;25;Medio;6;32256;1.697;30;0;320;0.5;1
F;Si;50;Si;Artista;25;Medio;4;61137;0.622;80;1;328;0.5;1
F;Si;40;No;Artista;15;Medio;4;88612;1.721;30;1;315;0.5;1
M;No;28;Si;Otros;5;Bajo;3;25736;1.892;30;0;490;3.0;0
F;Si;50;Si;Artista;25;Medio;2;71425;0.994;50;1;378;3.0;1
F;Si;34;No;Artista;15;Bajo;4;24384;1.56;30;0;560;4.0;0
F;Si;80;Si;Servicios;25;Bajo;2;129072;0.759;50;0;324;0.5;1
M;Si;65;Si;Artista;25;Bajo;1;72461;1.365;50;0;519;1.0;3
F;No;20;No;Funcionario;5;Bajo;5;18518;0.995;30;0;348;0.5;2
M;No;24;No;Funcionario;5;Bajo;2;19529;1.754;30;0;522;4.0;0
M;Si;57;Si;Ejecutivo;25;Alto;4;118573;1.482;80;0;322;0.5;1
M;Si;56;Si;Artista;25;Medio;3;39054;1.58;30;0;519;4.0;3
M;Si;42;Si;Otros;25;Medio;2;76967;1.629;50;0;522;4.0;3
M;No;45;Si;Otros;25;Bajo;2;38522;1.376;50;1;378;3.0;1
M;Si;66;Si;Servicios;25;Bajo;1;96130;1.111;50;0;432;3.0;3
M;No;20;No;Funcionario;5;Bajo;5;14944;2.996;30;1;356;0.5;2
F;No;35;Si;Otros;15;Bajo;3;20230;0.732;30;0;576;4.0;0
F;No;41;Si;Artista;15;Bajo;1;89479;1.261;50;0;469;1.0;3
M;Si;53;Si;Construccion;25;Bajo;1;48739;1.561;50;0;576;1.0;3
F;Si;75;Si;Artista;25;Medio;2;103896;0.818;50;0;352;0.5;1
M;Si;57;Si;Ejecutivo;25;Bajo;4;63230;1.463;80;0;448;1.0;3
M;Si;34;Si;Negocios/empresa;15;Alto;4;18652;1.008;30;0;311;0.5;2
M;No;43;No;Ingeniero;25;Bajo;1;22058;1.974;30;1;394;3.0;2
F;Si;55;Si;Ejecutivo;25;Alto;3;62807;1.639;80;0;569;1.0;3
F;No;21;No;Funcionario;5;Bajo;4;21347;3.099;30;0;348;0.5;2
M;No;20;No;Funcionario;5;Bajo;6;13092;2.168;30;0;361;0.5;2
F;No;22;No;Funcionario;5;Bajo;1;16616;1.098;30;0;478;3.0;0
M;Si;58;Si;Medico;25;Medio;2;51540;1.091;50;0;519;4.0;3
M;Si;77;No;Otros;25;Bajo;1;54255;0.564;30;0;308;0.5;1
M;No;23;No;Funcionario;5;Bajo;4;13825;2.892;30;1;373;3.0;2
M;No;21;No;Funcionario;5;Bajo;4;16688;1.581;30;0;496;3.0;0
M;;67;No;Servicios;25;Alto;1;57687;0.583;30;1;390;3.0;1
M;Si;80;No;Ejecutivo;25;Bajo;1;43517;1.6;30;0;443;3.0;3
F;;64;No;Negocios/empresa;25;Alto;6;29197;1.619;30;0;314;0.5;1
M;No;20;Si;Funcionario;5;Bajo;2;16651;1.857;30;0;497;3.0;0
M;No;35;No;Funcionario;15;Bajo;4;23911;1.652;30;0;549;4.0;0
M;No;39;Si;Artista;15;Bajo;1;21523;1.836;30;0;505;1.0;0
F;Si;44;Si;Ingeniero;25;Bajo;2;95803;0.732;50;0;565;4.0;3
F;No;39;Si;Artista;15;Bajo;1;19423;1.813;30;0;569;1.0;0
M;Si;31;No;Medico;5;Bajo;5;28870;0.847;30;0;304;0.5;2
M;No;33;;Negocios/empresa;15;Bajo;1;18058;1.836;30;0;344;0.5;2
M;No;43;Si;Otros;25;Bajo;8;37696;1.192;30;1;324;0.5;2
M;Si;40;Si;Artista;15;Alto;3;82120;0.732;30;0;562;4.0;3
F;No;29;Si;Construccion;5;Bajo;1;31471;2.685;30;1;311;0.5;2
M;Si;50;No;Otros;25;Medio;4;79280;0.564;30;0;332;0.5;1
F;Si;30;Si;Funcionario;5;Alto;2;19028;1.238;30;1;330;0.5;2
M;Si;52;No;Ejecutivo;25;Bajo;7;93455;1.306;30;1;324;0.5;1
M;Si;54;Si;Artista;25;Medio;2;128179;1.717;50;1;329;0.5;1
F;Si;69;Si;Artista;25;Alto;2;65345;1.267;50;0;504;1.0;3
M;Si;76;No;Ejecutivo;25;Bajo;4;57473;0.7;30;0;341;0.5;1
M;Si;69;Si;Negocios/empresa;25;Alto;3;127478;1.033;80;1;304;0.5;1
F;Si;50;Si;Artista;25;Medio;4;26148;1.404;30;0;452;3.0;3
M;Si;54;No;Artista;25;Medio;4;50717;0.896;30;0;552;4.0;3
F;No;33;No;Medico;15;Bajo;3;18822;1.376;30;0;535;4.0;0
F;No;31;No;Construccion;5;Bajo;1;23742;1.583;30;0;538;4.0;0
F;Si;63;Si;Artista;25;Medio;3;120166;1.091;80;0;400;3.0;3
M;No;28;Si;Funcionario;5;Bajo;4;20559;2.513;30;0;463;3.0;0
F;Si;44;No;Ingeniero;25;Bajo;3;83124;1.284;30;0;497;3.0;3
F;No;77;Si;Artista;25;Bajo;2;92710;0.681;50;0;558;4.0;3
M;No;53;Si;Ingeniero;25;Bajo;1;97426;0.603;50;0;324;0.5;1
M;Si;83;Si;Servicios;25;Alto;2;68137;1.15;50;0;504;4.0;3
M;Si;61;Si;Artista;25;Medio;3;81157;0.759;80;0;421;3.0;3
F;Si;62;Si;Otros;25;Medio;3;87971;1.189;80;1;400;3.0;1
M;Si;43;No;Ejecutivo;25;Alto;7;59268;1.123;30;0;573;4.0;3
M;Si;46;Si;Otros;25;Bajo;3;81082;1.189;80;0;412;3.0;3
F;No;39;No;Ingeniero;15;Bajo;1;29996;1.376;30;0;452;3.0;0
M;No;39;Si;Artista;15;Bajo;2;22333;1.169;30;0;438;3.0;0
M;No;24;No;Funcionario;5;Bajo;9;14455;2.72;30;0;594;4.0;0
M;Si;56;Si;Artista;25;Medio;2;23636;1.033;30;1;392;3.0;1
M;Si;47;Si;Artista;25;Medio;3;119303;0.837;80;0;324;0.5;1
F;No;42;Si;Artista;25;Bajo;1;70389;0.939;50;0;525;4.0;3
M;No;35;Si;Funcionario;15;Bajo;6;25136;1.997;30;0;435;3.0;0
M;Si;56;Si;Medico;25;Medio;2;33623;0.857;30;1;344;0.5;1
M;No;56;No;Otros;25;Bajo;1;62002;0.642;30;1;370;3.0;1
M;No;22;No;Funcionario;5;Bajo;4;20697;2.099;30;1;305;0.5;2
M;No;36;No;Funcionario;15;Bajo;5;28482;1.629;30;0;360;0.5;2
F;Si;43;No;Ingeniero;25;Medio;6;35443;2.043;30;0;545;4.0;3
F;Si;86;No;Servicios;25;Alto;2;41048;0.876;30;0;362;0.5;1
M;Si;51;Si;Artista;25;Bajo;1;80701;0.681;50;1;335;0.5;1
F;No;41;Si;Ingeniero;15;Bajo;1;31726;1.445;30;1;389;3.0;2
M;No;21;No;Medico;5;Bajo;5;23100;1.995;30;1;389;3.0;2
M;No;24;No;Funcionario;5;Bajo;4;21510;1.512;30;0;444;3.0;0
M;Si;30;No;Ingeniero;5;Bajo;3;27443;1.146;30;0;304;0.5;2
F;No;35;No;Artista;15;Bajo;5;26242;0.847;30;0;373;3.0;0
F;No;36;Si;Negocios/empresa;15;Bajo;3;18353;0.87;30;0;381;3.0;0
M;No;25;No;Funcionario;5;Bajo;3;29853;2.099;30;0;432;3.0;0
F;No;35;No;Construccion;15;Bajo;1;20789;1.261;30;0;407;3.0;0
F;No;23;No;Funcionario;5;Bajo;5;15590;1.857;30;0;489;3.0;0
M;Si;64;Si;Artista;25;Medio;4;47748;11.305;30;0;463;3.0;3
F;No;46;Si;Artista;25;Bajo;2;37446;1.541;50;0;356;0.5;1
M;Si;65;Si;Artista;25;Medio;3;36756;1.717;30;0;407;3.0;3
F;No;56;Si;Otros;25;Bajo;1;33444;1.209;30;0;407;3.0;3
M;Si;77;Si;Artista;25;Alto;2;74519;0.681;50;0;350;0.5;1
F;Si;68;Si;Servicios;25;Bajo;2;61865;0.779;50;0;335;0.5;1
M;No;52;Si;Servicios;25;Bajo;1;79139;1.658;50;0;452;1.0;3
F;Si;63;Si;Ejecutivo;25;Medio;2;108660;1.502;50;1;374;3.0;1
M;No;41;Si;Artista;15;Bajo;3;44266;1.33;30;0;521;1.0;0
M;Si;41;Si;Otros;15;Bajo;1;124759;1.721;50;0;554;1.0;3
M;Si;65;Si;Otros;25;Medio;3;44490;0.955;30;0;524;4.0;3
F;Si;47;Si;Artista;25;Medio;3;124410;0.583;80;0;393;3.0;3
M;No;32;No;Funcionario;15;Bajo;4;25237;1.077;30;1;366;3.0;2
M;Si;29;Si;Negocios/empresa;5;Bajo;2;31110;2.961;30;0;389;3.0;0
F;No;61;Si;Otros;25;Bajo;1;103487;1.17;50;1;353;0.5;1
M;Si;68;Si;Artista;25;Medio;3;57588;0.642;80;1;352;0.5;1
M;No;31;Si;Funcionario;5;Bajo;4;24193;2.02;30;0;368;3.0;0
M;No;28;No;Negocios/empresa;5;Bajo;2;24374;2.996;30;1;304;0.5;2
M;Si;57;Si;Ingeniero;25;Medio;3;106443;11.305;80;0;508;4.0;3
M;Si;67;Si;Otros;25;Medio;3;91822;1.424;80;1;375;3.0;1
F;No;30;Si;Artista;5;Bajo;4;23289;1.307;30;0;482;3.0;0
M;No;30;Si;Artista;5;Bajo;3;19601;1.468;30;0;552;4.0;0
M;Si;44;Si;Funcionario;25;Alto;2;119013;1.905;50;0;309;0.5;1
M;Si;35;No;Otros;15;Bajo;2;18982;1.675;30;1;355;0.5;2
F;Si;46;Si;Ingeniero;25;Bajo;2;99447;0.72;50;0;301;0.5;1
M;Si;35;Si;Medico;15;Medio;2;30064;2.02;30;0;564;4.0;0
M;Si;28;Si;Artista;5;Medio;2;19350;1.374;30;0;339;0.5;2
M;Si;67;Si;Funcionario;25;Bajo;4;69046;0.837;80;0;478;3.0;3
F;Si;44;Si;Artista;25;Bajo;2;71184;1.56;50;0;354;0.5;1
F;No;41;Si;Artista;15;Bajo;1;30678;1.491;30;0;412;1.0;2
M;Si;31;Si;Medico;5;Bajo;2;20103;1.537;30;0;495;3.0;0
M;Si;41;Si;Artista;15;Medio;2;124087;1.583;50;1;316;0.5;1
M;Si;53;No;Servicios;25;Medio;4;128848;1.209;200;0;443;3.0;4
M;Si;69;No;Otros;25;Medio;5;57992;1.111;30;0;303;0.5;1
F;Si;75;Si;Artista;25;Medio;2;105557;1.189;50;0;334;0.5;1
M;No;33;Si;Otros;15;Bajo;3;29105;1.054;30;0;302;0.5;2
M;No;33;Si;Otros;15;Bajo;3;22717;1.238;30;1;330;0.5;2
F;Si;73;Si;Ingeniero;25;Medio;2;51345;1.033;50;0;422;3.0;3
F;No;34;No;Ingeniero;15;Bajo;1;18672;1.882;30;1;381;3.0;2
F;No;34;Si;Ingeniero;15;Bajo;3;19470;1.192;30;0;551;4.0;0
M;No;28;Si;Funcionario;5;Bajo;4;25387;2.513;30;0;497;3.0;0
F;Si;45;Si;Ingeniero;25;Medio;3;96862;1.629;30;0;351;0.5;1
M;Si;73;Si;Ejecutivo;25;Alto;2;35032;11.305;50;0;445;1.0;1
M;No;23;No;Servicios;5;Bajo;1;18902;2.34;30;0;474;3.0;0
M;No;24;No;Funcionario;5;Bajo;1;16470;2.237;30;0;426;3.0;0
M;No;22;No;Funcionario;5;Bajo;4;21967;1.443;30;1;391;3.0;2
M;No;47;Si;Artista;25;Bajo;5;101121;0.994;30;0;540;4.0;3
F;Si;69;Si;Otros;25;Medio;4;129925;0.955;80;0;481;3.0;3
M;Si;34;No;Ingeniero;15;Medio;3;31024;1.997;30;1;356;0.5;2
M;No;29;No;Otros;5;Bajo;3;19259;2.823;30;0;561;4.0;0
M;Si;45;Si;Otros;25;Medio;3;109609;1.767;30;0;427;3.0;3
F;Si;68;Si;Artista;25;Alto;2;62054;1.385;50;1;344;0.5;1
M;Si;86;No;Servicios;25;Alto;2;39374;1.424;30;0;369;3.0;3
F;No;30;Si;Ingeniero;5;Bajo;1;22067;1.675;30;0;506;4.0;0
F;Si;66;Si;Artista;25;Medio;2;67648;1.756;50;0;489;3.0;3
F;No;46;Si;Artista;25;Bajo;2;30010;1.697;30;1;309;0.5;1
M;Si;46;Si;Artista;25;Medio;3;24802;1.541;30;0;345;0.5;1
M;No;22;No;Funcionario;5;Bajo;5;16756;1.995;30;0;568;4.0;0
M;;88;No;Servicios;25;Bajo;1;120404;1.619;120;0;582;4.0;4
F;Si;78;Si;Servicios;25;Bajo;2;37497;1.541;50;0;321;0.5;1
M;Si;62;Si;Artista;25;Medio;2;63923;1.443;50;0;301;0.5;1
F;Si;45;Si;Funcionario;25;Medio;2;72603;1.33;50;0;304;0.5;1
M;Si;79;Si;Otros;25;Bajo;2;87154;1.482;50;0;530;1.0;3
F;No;33;No;Otros;15;Bajo;4;26164;1.376;30;0;349;0.5;2
F;No;28;Si;Otros;5;Bajo;6;26872;2.306;30;0;485;3.0;0
M;No;36;Si;Negocios/empresa;15;Bajo;4;19678;2.043;30;0;385;1.0;2
M;No;29;Si;Artista;5;Bajo;1;19955;2.858;30;0;457;3.0;0
M;Si;42;No;Ejecutivo;25;Alto;3;44616;0.686;30;0;547;4.0;3
M;Si;66;Si;Servicios;25;Bajo;2;81936;1.482;50;0;309;0.5;1
F;No;36;Si;Funcionario;15;Bajo;3;18022;1.629;30;0;378;1.0;2
M;Si;58;Si;Ejecutivo;25;Medio;4;125441;0.955;80;0;589;4.0;3
M;Si;51;Si;Artista;25;Medio;3;85366;0.896;80;0;367;3.0;3
M;No;24;No;Medico;5;Bajo;4;14802;2.72;30;0;309;0.5;2
M;No;24;No;Funcionario;5;Bajo;5;23862;1.754;30;0;318;0.5;2
M;No;20;No;Funcionario;5;Bajo;5;15234;1.167;30;0;486;3.0;0
M;Si;43;Si;Medico;25;Alto;3;104940;1.675;30;1;313;0.5;1
F;No;33;No;Artista;15;Bajo;1;27364;0.663;30;0;375;3.0;0
M;No;25;No;Funcionario;5;Bajo;5;28503;1.443;30;0;509;4.0;0
M;No;25;No;Funcionario;5;Bajo;7;28626;1.512;30;1;362;0.5;2
M;Si;43;Si;Artista;25;Bajo;1;54379;1.56;50;0;396;1.0;1
F;No;62;Si;Artista;25;Bajo;1;99586;1.326;50;0;419;1.0;1
M;Si;69;No;Artista;25;Medio;2;113441;0.876;120;1;352;0.5;4
M;Si;92;No;Servicios;25;Bajo;1;31748;1.346;30;1;395;3.0;1
M;Si;46;Si;Artista;25;Bajo;4;61564;1.541;80;0;519;1.0;3
M;Si;69;No;Ejecutivo;25;Medio;3;22912;1.541;30;0;478;3.0;3
M;Si;80;Si;Ejecutivo;25;Alto;3;27423;1.541;30;1;325;0.5;1
M;No;33;No;Funcionario;15;Bajo;5;18687;1.652;30;0;575;4.0;0
M;Si;51;Si;Funcionario;25;Alto;3;39681;0.994;30;0;314;0.5;1
F;Si;40;No;Otros;15;Alto;3;90058;1.79;30;1;392;3.0;1
F;No;34;Si;Artista;15;Bajo;2;23364;1.652;30;0;519;4.0;0
M;Si;41;No;Medico;15;Medio;2;51206;1.629;30;0;462;3.0;0
F;Si;29;No;Medico;5;Medio;2;28834;0.995;30;1;356;0.5;2
M;Si;57;Si;Otros;25;Bajo;4;119039;0.759;80;0;497;3.0;3
F;No;22;No;Funcionario;5;Bajo;5;16048;1.305;30;0;325;0.5;2
M;Si;66;Si;Ejecutivo;25;Alto;3;52056;0.857;30;0;320;0.5;1
M;Si;46;Si;Funcionario;25;Medio;4;48663;0.564;30;0;556;4.0;3
M;Si;51;Si;Medico;25;Medio;6;24098;0.564;30;0;340;0.5;1
M;Si;41;Si;Artista;15;Medio;2;72462;0.732;50;0;309;0.5;1
F;No;46;Si;Artista;25;Bajo;1;113111;1.541;50;1;326;0.5;1
M;Si;54;No;Funcionario;25;Bajo;7;91019;1.619;30;0;490;3.0;3
F;Si;98;No;Servicios;25;Alto;2;65005;1.033;30;0;372;3.0;3
M;Si;53;Si;Artista;25;Medio;2;126290;0.818;50;0;405;3.0;3
F;Si;56;Si;Artista;25;Bajo;4;57787;1.209;80;0;363;0.5;1
F;No;40;No;Artista;15;Bajo;1;79168;0.87;120;0;486;3.0;3
M;Si;47;Si;Ejecutivo;25;Alto;4;89540;1.111;80;0;524;4.0;3
F;Si;36;Si;Construccion;15;Alto;2;20239;1.215;30;0;597;4.0;0
M;No;33;Si;Otros;15;Bajo;1;31340;1.215;30;0;306;0.5;2
F;;23;No;Funcionario;5;Bajo;4;12373;2.961;30;1;384;3.0;2
F;No;28;Si;Ingeniero;5;Bajo;2;30592;1.65;30;0;411;3.0;0
F;No;34;Si;Artista;15;Bajo;1;19015;1.767;30;0;397;3.0;0
M;;36;No;Funcionario;15;Bajo;3;19289;1.675;30;0;516;4.0;0
F;No;30;Si;Medico;5;Bajo;8;18747;1.146;30;1;340;0.5;2
F;Si;52;No;Construccion;25;Alto;3;38958;1.561;30;0;527;4.0;3
M;Si;50;Si;Artista;25;Bajo;1;95487;1.502;50;0;335;0.5;1
F;No;42;No;Ingeniero;25;Bajo;3;67463;0.778;30;0;449;3.0;3
M;No;33;Si;Medico;15;Bajo;3;18849;1.33;30;0;326;0.5;2
M;No;55;No;Medico;25;Bajo;3;44606;1.737;30;0;335;0.5;1
M;Si;75;Si;Ejecutivo;25;Alto;2;66346;1.502;50;0;515;1.0;3
F;Si;36;No;Otros;15;Bajo;2;29272;1.721;30;0;452;3.0;0
F;No;28;No;Ingeniero;5;Bajo;6;31086;12.015;30;1;345;0.5;2
F;No;32;No;Ingeniero;15;Bajo;5;30462;0.663;30;0;320;0.5;2
F;No;35;Si;Funcionario;15;Bajo;2;31921;1.284;30;0;557;4.0;0
M;Si;95;Si;Servicios;25;Alto;2;35276;1.385;50;1;340;0.5;1
M;Si;31;Si;Funcionario;5;Bajo;4;18920;2.043;30;0;427;3.0;0
M;Si;72;No;Servicios;25;Alto;2;104900;1.678;120;0;479;3.0;4
F;Si;42;Si;Artista;25;Medio;3;70520;1.836;30;1;334;0.5;1
M;Si;67;Si;Otros;25;Bajo;1;99980;1.502;50;0;330;0.5;1
F;Si;51;Si;Artista;25;Bajo;2;96424;1.541;50;0;504;1.0;3
M;Si;51;;Otros;25;Medio;5;76609;0.564;30;0;584;4.0;3
M;No;24;No;Funcionario;5;Bajo;5;22471;3.099;30;1;369;3.0;2
F;Si;63;Si;Medico;25;Bajo;7;52220;1.424;30;0;529;1.0;3
F;No;28;No;Artista;5;Bajo;3;20792;1.098;30;0;393;3.0;0
M;No;32;Si;Funcionario;15;Bajo;6;18704;0.916;30;1;335;0.5;2
M;Si;42;Si;Artista;25;Medio;4;52548;1.859;30;0;450;3.0;3
M;Si;65;No;Ingeniero;25;Bajo;1;125440;1.267;120;0;546;4.0;4
F;Si;30;Si;Otros;5;Bajo;5;22765;0.755;30;0;304;0.5;2
F;Si;56;Si;Artista;25;Medio;3;74773;0.759;80;1;316;0.5;1
M;Si;33;No;Artista;15;Medio;2;30253;1.261;30;0;335;0.5;2
F;No;33;No;Ingeniero;15;Bajo;5;28833;1.56;30;0;454;3.0;0
F;Si;44;Si;Artista;25;Medio;2;59329;1.33;50;0;572;4.0;3
F;Si;68;Si;Artista;25;Alto;3;109157;0.818;80;1;337;0.5;1
M;No;24;No;Funcionario;5;Bajo;8;16723;14.775;30;0;551;4.0;0
M;No;30;No;Funcionario;5;Bajo;3;20619;1.261;30;0;396;3.0;0
M;No;31;Si;Medico;5;Bajo;3;22210;1.744;30;1;302;0.5;2
M;Si;50;Si;Medico;25;Medio;2;35801;1.463;50;1;304;0.5;1
M;No;22;No;Funcionario;5;Bajo;4;13891;1.581;30;0;588;4.0;0
M;No;25;No;Funcionario;5;Bajo;5;19474;1.788;30;0;461;3.0;0
M;Si;30;No;Servicios;5;Medio;6;28495;1.054;30;0;485;3.0;0
F;No;51;Si;Artista;25;Bajo;2;96491;1.639;50;0;485;1.0;3
F;Si;81;No;Servicios;25;Alto;2;126204;1.697;120;0;454;3.0;4
M;No;45;Si;Artista;25;Bajo;3;105402;0.663;30;0;507;4.0;3
F;No;35;No;Negocios/empresa;15;Bajo;1;22446;1.882;30;0;481;3.0;0
M;Si;43;No;Ejecutivo;25;Alto;4;85797;1.031;30;0;431;3.0;3
F;Si;43;Si;Construccion;25;Bajo;1;27520;1.744;30;0;457;1.0;3
F;Si;97;Si;Servicios;25;Alto;2;106336;1.697;50;0;543;1.0;4
M;No;21;No;Funcionario;5;Bajo;3;14397;2.789;30;0;321;0.5;2
F;Si;50;No;Artista;25;Bajo;1;90589;0.74;120;0;586;4.0;4
M;Si;58;Si;Medico;25;Bajo;3;67875;0.7;80;0;587;4.0;3
M;No;23;No;Funcionario;5;Bajo;4;12410;2.064;30;0;340;0.5;2
F;No;24;;Otros;5;Bajo;3;15143;2.892;30;0;542;4.0;0
M;No;34;Si;Artista;15;Bajo;2;24820;1.284;30;1;349;0.5;2
M;No;28;No;Otros;5;Bajo;1;20720;1.547;30;0;538;4.0;0
M;No;21;No;Funcionario;5;Bajo;4;12643;2.34;30;0;376;3.0;0
F;No;33;No;Funcionario;15;Bajo;4;18885;0.985;30;0;412;3.0;0
F;No;28;No;Ingeniero;5;Bajo;3;22930;2.685;30;0;366;3.0;0
M;Si;85;Si;Servicios;25;Bajo;1;39679;1.072;50;0;375;3.0;3
F;Si;64;Si;Medico;25;Medio;2;69810;0.915;50;0;590;4.0;3
F;Si;42;Si;Artista;25;Bajo;4;79905;1.353;30;0;482;1.0;3
F;No;41;Si;Otros;15;Bajo;2;34107;1.537;30;1;313;0.5;2
M;Si;54;Si;Medico;25;Medio;4;103002;1.072;80;1;385;3.0;1
M;No;20;No;Funcionario;5;Bajo;1;18295;2.271;30;1;341;0.5;2
M;No;33;No;Medico;15;Bajo;4;20062;2.066;30;0;412;3.0;0
F;No;46;Si;Ingeniero;25;Bajo;1;58270;1.737;50;0;450;1.0;3
F;Si;67;Si;Servicios;25;Alto;4;106369;1.385;80;0;381;1.0;1
M;No;24;No;Funcionario;5;Bajo;4;18335;1.995;30;1;381;3.0;2
F;Si;54;Si;Artista;25;Medio;4;48704;0.935;30;1;317;0.5;1
F;No;22;No;Negocios/empresa;5;Bajo;3;15995;2.478;30;0;352;0.5;2
F;No;34;No;Servicios;15;Bajo;4;20225;1.606;30;0;433;3.0;0
M;Si;55;Si;Artista;25;Bajo;2;45122;0.779;50;0;370;3.0;3
F;No;72;No;Servicios;25;Bajo;1;39471;1.619;30;0;376;3.0;3
F;Si;86;Si;Servicios;25;Alto;2;106375;1.17;50;0;393;3.0;4
F;Si;50;Si;Artista;25;Medio;3;46837;15.215;30;0;594;4.0;3
M;No;28;No;Funcionario;5;Bajo;3;27928;12.705;30;1;326;0.5;2
M;No;32;Si;Artista;15;Bajo;1;25365;1.33;30;0;380;3.0;0
M;No;57;Si;Artista;25;Bajo;1;24282;0.642;30;0;385;3.0;3
M;Si;68;Si;Otros;25;Bajo;1;82338;1.189;50;0;393;3.0;3
F;No;36;Si;Ingeniero;15;Bajo;3;27415;1.353;30;0;433;1.0;2
F;Si;50;Si;Artista;25;Medio;2;88776;1.072;50;0;394;3.0;3
M;Si;67;Si;Otros;25;Medio;2;71508;1.189;50;1;338;0.5;1
M;Si;57;Si;Ejecutivo;25;Alto;4;122965;0.681;80;1;344;0.5;1
F;Si;56;Si;Artista;25;Bajo;1;127661;0.779;50;0;476;3.0;3
M;Si;56;Si;Ingeniero;25;Bajo;2;64971;1.678;50;1;373;3.0;1
M;Si;58;Si;Funcionario;25;Alto;2;26674;1.717;30;0;494;1.0;3
F;Si;32;No;Ingeniero;15;Medio;2;18353;1.928;30;0;588;4.0;0
M;No;30;Si;Artista;5;Bajo;6;20694;1.905;30;0;379;3.0;0
M;Si;39;No;Artista;15;Bajo;2;24020;1.974;30;0;505;4.0;0
F;No;22;No;Medico;5;Bajo;4;13333;2.996;30;0;554;4.0;0
M;No;40;Si;Artista;15;Bajo;1;79290;1.146;50;0;418;3.0;3
F;Si;77;Si;Artista;25;Medio;2;42214;1.189;50;1;332;0.5;1
F;Si;40;No;Otros;15;Bajo;2;115568;1.721;120;0;362;0.5;1
M;No;22;No;Funcionario;5;Bajo;4;20089;2.064;30;0;585;4.0;0
M;Si;54;No;Artista;25;Bajo;2;58295;1.541;30;0;599;4.0;3
F;No;31;Si;Artista;5;Bajo;2;22847;0.847;30;0;553;4.0;0
M;Si;52;Si;Artista;25;Medio;2;105530;1.287;50;0;591;4.0;3
M;Si;64;Si;Artista;25;Medio;3;111461;0.837;80;0;493;3.0;3
